epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
197440,Delara BURKHARDT,Germany,S&D,,Kennenlernen / Grean Deal,Parlamentarischen Staatssekretärin Frau Rita Schwarzelühr-Sutter,,Berlin,Member,6/3/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisativer Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation']","Kreislaufwirtschaft, Lieferketten mit Blick auf internationale Wälder sowie EU-Biodiversitätsstrategie/CBD-COP15",BMU &UBA,['ENVI'],Berlin,Rapporteur,6/3/2020
197440,Delara BURKHARDT,Germany,S&D,,EU-Minderheitenpolitik,FUEN,,Flensburg,Member,29/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Europäische Integration / aktuelle Arbeit im EP,Europa Union,,Kiel,Member,28/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Green Deal/ Umgang mit Abfällen und vermehrtes Recycling von Produkten,Entsorgungsbetriebe Lübeck,,Lübeck,Member,28/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Naturschutz,Integrierte Station Unterelbe (ISU),,Haseldorf,Member,27/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Austausch über Migrationspolitik,Flüchtlingshilfe Schleswig-Haddeby,,Schleswig,Member,21/2/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisativer Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']",Austausch über entwaldungsfreie Lieferketten,Fediol - The EU Vegetable Oil & Proteinmeal Industry,['ENVI'],Brussels,Rapporteur,19/2/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisative Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']",Austausch über entwaldungsfreie Lieferketten,Bundesverband dt Süßwarenindustrie,['ENVI'],Brüssel,Rapporteur,18/2/2020
197440,Delara BURKHARDT,Germany,S&D,,"Austausch über erneuerbare Energien, insbesondere Windenergie",Prokon eG,,Itzehoe,Member,15/2/2020
197440,Delara BURKHARDT,Germany,S&D,,"Austausch über Startup Förderung, Innovation und Forschungsfördermittel der EU","IZET, Fraunhofer Institut",,Itzehoe,Member,15/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Austausch über gemeinsame Agrarpolitik der Europäischen Union,Gruppe Landwirte aus Rethwisch und Umgebung,,Rethwisch,Member,14/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Austausch über Artenschutzstrategie der Europäischen Union,Landesnaturschutzverband Schleswig-Holstein,,Kiel,Member,7/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Austausch über Kreislaufwirtschaft und den Green Deal,Deutscher Städtetag,,Brussels,Member,4/2/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisativer Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']",Austausch über entwaldungsfreie Lieferketten,European Cocoa Asociation,['ENVI'],Brussels,Rapporteur,3/2/2020
197440,Delara BURKHARDT,Germany,S&D,,Austausch über LGBTQI Rechte im Westbalkan,Sarajevo Open Center,,Brussels,Member,3/2/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisativer Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']",Austausch über entwaldungsfreie Lieferketten,"WWF, Global Witness, Conservation International, Client Earth, Greenpeace, FERN",['ENVI'],Brussels,Rapporteur,30/1/2020
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch Kreislaufwirtschaft,Tetra Pak,,Brussels,Member,28/1/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisative Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']","Austausch über Abholzung, den European Green Deal und Umweltpolitik allgemein",WWF,['ENVI'],Berlin,Rapporteur,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],Austausch über die Arbeit der Landwirtschaftskammer Schleswig-Holstein allgemein,Landwirtschaftskammer Schleswig-Holstein,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],Austausch über die Arbeit der Milch-Wirtschaft allgemein,Milcherzeugervereinigung Schleswig-Holstein,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],Austausch über die GAP und Umweltschutz allgemein,Deutscher Bauernverband,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],"Austausch über die GAP, Biodiversität und den Schutz der Bienen",Deutscher Imkerbund,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],"Austausch über Regionalentwicklung,Förderung des ländlichen Raums und Umweltschutz allgemein",LAG AktivRegion Eckernförder Bucht,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],"Austausch über Speisefische, Fanggebiete und Bestände allgemein",Fischinformationszentrum,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],"Austausch über Tiernahrung, Anbau von Futtermitteln und Nachhaltigkeit allgemein",Deutscher Verband Tiernahrung,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,[''],"Austausch über Tierschutzlabel, Tierschutzpolitik und EU-Politik allgemein",Deutscher Tierschutzbund e.V.,['ENVI'],Berlin,Member,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,"['Leglisative Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']","Austausch über Waldpolitik, Klimawandel und Nachhaltigkeit allgemein",Deutscher Forstwirtschaftsrat,['ENVI'],Berlin,Rapporteur,24/1/2020
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch,PROFEL- European Association of Fruit and Vegetable Processors,,Brussels,Member,21/1/2020
197440,Delara BURKHARDT,Germany,S&D,,"Allgemeiner Austausch über erneuerbare Energien, technische Innovation und den European Green deal",GreenTec Campus,,Enge-Sande,Member,13/12/2019
197440,Delara BURKHARDT,Germany,S&D,,"Minderheitenpolitik in der Europäischen Union, Minority Safepack Initiative",Friesenrat,,"Nordfriisk Instituut, Bredstedt",Member,13/12/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch mit FEPS Präsidentin zum Thema Biodiversität,FEPS,,Brüssel,Member,4/12/2019
197440,Delara BURKHARDT,Germany,S&D,"['Leglisative Initativereport ""An EU legal framework to halt and reverse EU-driven global deforestation""']","Exchange with ""Forest-Coalition"" on the legislative initiave report ""An EU legal framework to halt and reverse EU-driven global deforestation""","Global Witness, Greenpeace, FERN, WWF, Client Earth",['ENVI'],Brüssel,Rapporteur,4/12/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch über Klimanotstand der Europäischen Union und Umweltpolitik allgemein,FridaysForFuture Ortsgruppe Eckernförde,,"Eckernförde, Schleswig-Holstein",Member,29/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch mit Bundesumweltministerin zur deutschen Ratspräsidentschaft,Bundesumweltministerium,,Brüssel,Member,21/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zum Thema Schutz des Tierwohls auf europäischer Ebene,Vier Pfoten,,Brüssel,Member,21/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zur europäischen Verkehrspolitik aus umweltpolitischer Perspektive,Verband deutscher Verkehrsunternehmen (VDV),,Brüssel,Member,20/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zur EU Migrationspolitik,"Friedrich-Ebert-Stiftung, Pro Asyl, DGB-Bildungswerk, SWP, TU Chemnitz, Deutscher Verein für Öffentliche und Private Fürsorge",,Brüssel,Member,19/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch über EU-Bioenergieregeln auf Artenvielfalt und Ökosysteme,Bioenergy Europe,,Brüssel,Member,6/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch mit ONE-Jugendbotschafterin aus Kiel zum Kampf gegen extreme Armut,ONE,,Brüssel,Member,5/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch über EU-Politik in der Hansestadt Hamburg,Europausschuss der Hamburger Bürgerschaft,,Brüssel,Member,5/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Parlamentarischer Abend des DGB-Bundesvorstand,Deutscher Gewerkschaftsbund,,Brüssel,Member,5/11/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zu Umweltbildungsmethoden und EU-Förderprogrammen,"Hannah Sliwa, OstseeInfoCenter Eckernförde",,"Eckernförde, Schleswig-Holstein",Member,29/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zu Jugendbildung und Sozialarbeit,"Mette Brix, ""Das Haus""",,"Eckernförde, Schleswig-Holstein",Member,26/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch zu Europapolitik,"Europa Union Plön, Max-Planck-Institut für Evolutionsbiologie Plön",,"Plön, Schleswig-Holstein",Member,25/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Beziehungen zum Europäischen Parlament: Allgemeiner Austausch,Auswärtiges Amt,,Straßburg,Member,23/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch zur EU-Kreislaufstrategie,European Recycling Plattform,,Straßburg,Member,22/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zu Migrationspolitik der EU,Flüchtlingsrat Thüringen,,"Erfurt, Thüringen",Member,19/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Besichtigung und Diskussion über europäische Wirtschafts- und Innovationspolitik,Michels Bier Brauerei Hüpstedt,,"Hüpstedt, Thüringen",Member,19/10/2019
197440,Delara BURKHARDT,Germany,S&D,,"Keynote """"Asylum and refugee policies in Europe: What do Europeans want?""","CEPS, Kieler Institut für Weltwirtschaft (IfW)",,Brüssel,Member,16/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Gemeinsame Diskussionsveranstaltung zur Umsetzung der Nachhaltigen Entwicklungsziele,SDG Watch Europe,,Brüssel,Member,15/10/2019
197440,Delara BURKHARDT,Germany,S&D,,"Austausch und Teilnahme beim Baltic Youth Exchange ""Balticipation""","Landesjugendring Schleswig-Holstein, Kreisjugendring Herzogtum Lauenburg",,"Mözen, Schleswig-Holstein",Member,12/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zu Umweltpolitik und Umweltbildung,Martin-Meiners-Förderverein für Jugend- und Umweltprojekte e.V.,,"Bad Segeberg, Schleswig-Holstein",Member,12/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner europapolitischer Austausch,British Chamber of Commerce,,Brüssel,Member,9/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Keynote Kreislaufwirtschaft,Senatskanzlei der Freien und Hansestadt Hamburg,,Brüssel,Member,9/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Vorstellung und Besprechung einer geplanten gemeinsamen Veranstaltung,Umweltbundesamt,,Brüssel,Member,9/10/2019
197440,Delara BURKHARDT,Germany,S&D,,"Austausch mit ""Waldkoalition"" zur europäischen Waldpolitik","Conservation International Europe (CIE), FERN, WWF",,Brüssel,Member,8/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch über EU Klimapolitik,"Generation Climate Europe, Youth for Climate, Fridays for Future",,Brüssel,Member,2/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Kennenlernen/Austausch über Prioritäten,WWF,,Brüssel,Member,2/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Kennenlernen/Allgemeiner Austausch mit Geschäftsführung,Verband kommunaler Unternehmen (VKU),,Brüssel,Member,1/10/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch mit Geflüchteten zum Tag des Flüchtlings,Volkshochschule Neumünster,,"Neumünter, Schleswig-Holstein",Member,27/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch über EU-Agrarpolitik,"Mathis Block, Landwirt und Milchviehbauer",,"Osterrade, Schleswig-Holstein",Member,27/9/2019
197440,Delara BURKHARDT,Germany,S&D,,"Austausch mit ""Fachausschuss Europa“ (Abfallwirtschaft) zu Umwelt/Kreislaufwirtschaftthemen",Verband kommunaler Unternehmen (VKU),,Brüssel,Member,26/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Gespräch über Seenotrettung/ Situation im Mittelmeer,ARCI,,Brüssel,Member,25/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Kennenlernen/ Austausch Prioritäten,Verbraucherzentrale Bundesverband e.V.,,Brüssel,Member,25/9/2019
197440,Delara BURKHARDT,Germany,S&D,,LGBTQI/Minority Rights in Western Balkans,"European Lesbian* Conference, ERA",,Brüssel,Member,25/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch,WoW e.V. With or without,,Brüssel,Member,24/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Paneldiscussion - Towards representation,"Each One Teach One, The European Network Against Racism, Transatlantic Minority Political Leadership Conference",,Brüssel,Member,24/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch,Junge Europäische Föderalisten Schleswig-Holstein,,"Kiel, Schleswig-Holstein",Member,21/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch,YouthForClimate Strasbourg,,Straßburg,Member,19/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch/Kennenlernen,Volkswagen,,Straßburg,Member,18/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Empfang/ Kennenlernen,"ARD, ZDF",,Straßburg,Member,18/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zu Energiepolitik,UKA,,"Husum, Schleswig-Holstein",Member,13/9/2019
197440,Delara BURKHARDT,Germany,S&D,,"Austausch zu Wirtschaftspolitik, Nachhaltigkeit und EU-Förderung",Umtüten,,"Kiel, Schleswig-Holstein",Member,13/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Allgemeiner Austausch EU Migrationspolitik,Jugend Rettet,,Brüssel,Member,12/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Beitrag/ Podium zu Klimapolitik und Generationengerechtigkeit,Friedrich-Ebert-Stiftung,,Berlin,Member,12/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Podiumsdiskussion EU-Agrarpolitik,Slow Food Deutschland,,Brüssel,Member,12/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Aktuelle Entwicklungen im progressiven politischen Spektrum in BiH,"Frau Lana Prlic, Angeordnete der SDP im Entitätsparlament der Föderation BiH",,Sarajevo,Member,6/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Aktuelle Regierung in Kanton Sarajevo,"Malik Garibija, Minister für Arbeit, Soziales, Vertriebene und Flüchtlinge im Kanton Sarajevo",,Sarajevo,Member,6/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Vorbereitungen zu der Pride Parade und die Lage der Menschenrechte Allgemein,Sarajevo Open Center,,Sarajevo,Member,6/9/2019
197440,Delara BURKHARDT,Germany,S&D,,"""Meine 114 Euro für""-Kampagne/ Gemeinsame Agrarpolitik",Naturschutzbund (NABU),,Brüssel,Member,3/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Kennenlernen/Austausch über Prioritäten,Verband der öffentlichen Wirtschaft und Gemeinwirtschaft Österreichs (VÖWG),,Brüssel,Member,3/9/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zur Artenvielfalt und Umweltschutz,Imkerverband Schleswig-Holstein,,"Bad Segeberg, Schleswig-Holtein",Member,6/8/2019
197440,Delara BURKHARDT,Germany,S&D,,Trade Union Summer BBQ,"Österreichischer Gewerkschaftsbund, Deutscher Gewerkschaftsbund",,Brüssel,Member,23/7/2019
197440,Delara BURKHARDT,Germany,S&D,,Austausch zur deutschen EU Ratspräsidentschaft,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit (BMU)",,Brüssel,Member,22/7/2019
197440,Delara BURKHARDT,Germany,S&D,,Empfang/Kennenlernen,Ständige Vertretung der Bundesrepublik Deutschland in Brüssel,,Brüssel,Member,10/7/2019
197440,Delara BURKHARDT,Germany,S&D,,Kennenlernen/Austausch über Prioritäten,"Industrie- und Handelskammer Nord, IHK Nord",,Brüssel,Member,9/7/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Exchange on the situation in Greece,Refugee Support Aegean,['LIBE'],Remotely,Member,26/5/2020
197574,Damien CARÊME,France,Greens / EFA,[''],Discussion on the Facilitators' Package Guidelines,Amnesty,['LIBE'],Remotely,Member,15/4/2020
197574,Damien CARÊME,France,Greens / EFA,[''],Situation of migrants in Greek hotspots,Médecins Sans Frontières,['LIBE'],Remotely,Member,16/3/2020
197574,Damien CARÊME,France,Greens / EFA,['Implementation of the Dublin III Regulation'],Discussion about the implementation of the Dublin Regulation,European Council on Refugees and Exiles (ECRE),['LIBE'],Bruxelles,Shadow rapporteur,4/3/2020
197574,Damien CARÊME,France,Greens / EFA,[''],Discussion sur la politique migratoire européenne,Forum Réfugiés,['LIBE'],Bruxelles,Member,3/3/2020
197574,Damien CARÊME,France,Greens / EFA,[''],Discussion sur les projets de décarbonation et sur le Pacte Vert Européen,Arcelor Mittal,['ITRE'],Bruxelles,Member,29/1/2020
197574,Damien CARÊME,France,Greens / EFA,[''],Discussion sur la transition énergétique et le Pacte Vert Européen,Vattenfall Eolien,['ITRE'],Bruxelles,Member,21/1/2020
197574,Damien CARÊME,France,Greens / EFA,[''],Situation on the Greek hotspots (follow-up),Refugee Rights Europe,['LIBE'],Bruxelles,Member,11/12/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Asylum and Migration Pact,ECRE (European Council on Refugees and Exiles),['LIBE'],Bruxelles,Member,9/12/2019
197574,Damien CARÊME,France,Greens / EFA,,Echanges sur le Pacte vert européen,Youth for Climate,,Bruxelles,Member,2/12/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Inégalités dans l'accès aux soins,Médecins du Monde,['LIBE'],Bruxelles,Member,18/11/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Réforme de la politique d'asile européenne,Caritas,['LIBE'],Bruxelles,Member,18/11/2019
197574,Damien CARÊME,France,Greens / EFA,"['', '']",Passeports et visas dorés,Transparency International,"['ECON', 'LIBE']",Bruxelles,Member,13/11/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Situation dans les hotspots,Human Rights Watch,['LIBE'],Bruxelles,Member,12/11/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Criminalisation du secours aux migrants,Front Line Defenders,['LIBE'],Bruxelles,Member,25/9/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Liste des Projets d'Intérêt Commun,"Friends of the Earth, Food & Water Europe",['ITRE'],Bruxelles,Member,25/9/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Discussion on Terrorist Content Online Regulation,Counter Extremism Project (CEP),['LIBE'],Strasbourg,Member,18/9/2019
197574,Damien CARÊME,France,Greens / EFA,[''],consequences of the EU-Turkey statement & the related containment policy on the rights of refugees and asylum seekers in Greece,Refugee Rights Europe,['LIBE'],Bruxelles,Member,11/9/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Régime d'asile européen commun,European Council on Refugees and Exiles (ECRE),['LIBE'],Bruxelles,Member,11/9/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Echanges sur la taxonomie verte,Positive Money Europe,['ECON'],Bruxelles,Member,9/9/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Migrations en Méditerranée centrale (Libye et Niger),International Rescue Committee Belgium,['LIBE'],Bruxelles,Member,24/7/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Echanges sur la transition énergétique,EUROGAS,['ITRE'],Bruxelles,Member,22/7/2019
197574,Damien CARÊME,France,Greens / EFA,[''],Etat des lieux de la situation et respect des droits fondamentaux des personnes déplacées en Europe,Refugee Rights Europe,['LIBE'],Bruxelles,Member,10/7/2019
197797,Andrea CAROPPO,Italy,ID,['COM(2018) 447 final'],Aerospace sector in Apulia region,"Avio Aero, Edelman",['ITRE'],MEP Andrea CAROPPO's office,Shadow rapporteur,29/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],"Trade Agreement between EU and Colombia, Peru & Ecuador",Oidhac,['INTA'],Digital,Member,1/7/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,['Circular Economy Action Plan'],Normung und Circular Economy,Deutsche Institut für Normung e.V,['IMCO'],Digital,Shadow rapporteur,30/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,['Circular Economy Action Plan'],Circular Economy Action Plan,"European Environmental Bureau,, European Association for the Co-ordination of Consumer Representation in Standardisation,, Bureau Européen des Unions de Consommateurs,, Michelin, European Environmental Citizen’s Organisation for Standardisation, RREUSE, The Restart Project",['IMCO'],Digital,Shadow rapporteur,23/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Lieferkettengesetz,Netzwerk Zukunft Sachsen-Anhalt e.V.,['INTA'],Digital,Member,23/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Circular Economy Action Plan,H&M Group,['IMCO'],digital,Member,12/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],EU-Handelsstrategie,Verbraucherzentrale Bundesverband e.V.,['INTA'],digital,Member,9/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting on deforestation in Brazil (staff level),Greenpeace International,['INTA'],digital,Member,8/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],European Standardization,"CEN, European Committee for Standardization",['IMCO'],Digital,Member,4/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,['strengthening the single market: the future of free movement of services'],Austausch zum Report,"CEEP – European Centre of Employers and Enterprises providing Public Services, EPSU - European Federation of Public Service Unions, VNG - Dutch Association of Local Governments, Ver.di, ETUC – European Trade Union Syndicat, BRAK – Bundesrechtsanwaltskammer, ZDH - Zentralverband des Deutschen Handwerks",['IMCO'],Digital,Shadow rapporteur,3/6/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Handelspolitisches Frühstück,Bundesverband der Deutschen Industrie,['IMCO'],Digital,Member,27/5/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],future of free movement of services,EuroCommerce,['IMCO'],Digital,Member,20/5/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Kennenlernen,BDEW Bundesverband der Energie- und Wasserwirtschaft e.V.,['IMCO'],Digital,Member,11/5/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Antrittsbesuch,IHK Leipzig,['IMCO'],Digital,Member,8/5/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],future of free movement of services,Architects’ Council of Europe,['IMCO'],Digital,Member,7/5/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Antrittsbesuch,IHK Dresden,['IMCO'],Digital,Member,5/5/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Braunkohletagebau Turów,EUROPEAN ENVIRONMENTAL BUREAU,,Online,Member,20/4/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Human rights abuses & environmental destruction,Global Witness,,Online,Member,20/4/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Trade Politics,Bundesverband Deutsche Industrie,['INTA'],Digital,Member,25/3/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Menschenrechtslage in Honduras,Brot für die Welt,,Brüssel,Member,2/3/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Handelspolitik/Lieferketten,Eine Welt Netzwerk Flensburg,['INTA'],Flensburg,Member,26/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Gründungen,Social Impact Lab gGmbH,['IMCO'],Leipzig,Member,25/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Reparierbarkeit,CAFÉ KAPUTT - REPARATURCAFÉ UND BILDUNGSPROJEKT,['IMCO'],Leipzig,Member,25/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Antrittsbesuch,Handwerkskammer Chemnitz,['IMCO'],Chemnitz,Member,24/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Handelspolitik,EUROPEAN MAR GmbH,['INTA'],Brussels,Member,19/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Arbeitsprogramm der Kommission,Zentralverband des Deutschen Handwerks (ZDH),['IMCO'],Brussels,Member,18/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Handelspolitik,Friends of the earth Europe,['INTA'],Brussels,Member,18/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Zukunft des freien Dienstleistungsverkehrs,German Tax Advisors,['IMCO'],Brussels,Member,18/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting (staff level),Verband kommunaler Unternehmen e.V.,['IMCO'],Brussels,Member,6/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Meeting on coal-fired power plants,ClientEarth,,Berlin,Member,6/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Right2Water and its´impact on the EU Concessions Directive (staff level),BDEW Bundesverband der Energie- und Wasserwirtschaft e.V.,,Brussels,Member,6/2/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting on cacao sector,Rewe-Group,['IMCO'],Brussels,Member,28/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with ACEA,ACEA,['IMCO'],Brussels,Member,28/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with BEUC,BEUC,['IMCO'],Brussels,Member,28/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],EEB und ECOS on Circular Economy and Product Standards,EEB und ECOS,['IMCO'],Brussels,Member,23/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Meeting with Conectas' Program on Development and Social-environmental Rights,Conectas' Program on Development and Social-environmental Rights,,Brussels,Member,21/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting (Staff level),Transport Environment,['IMCO'],Brussels,Member,13/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with Technology Industries of Finland,Technology Industries of Finland,['INTA'],Brussels,Member,7/1/2020
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with Adidas,Adidas,['INTA'],Straßbourg,Member,17/12/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Treffen mit Bundesverband Deutscher Stiftungen,Bundesverband Deutscher Stiftungen,,Brussels,Member,4/12/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Treffen mit Bundesverband Deutscher Stiftungen,Bundesverband Deutscher Stiftungen,,Brüssel,Member,4/12/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,,meeting on Brazil - Human Rights Watch,Human Rights Watch,,Brüssel,Member,18/11/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,['Type Approval'],about RDE,European Association of Automotive Suppliers,['IMCO'],Brussels,Rapporteur,13/11/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,,"Meeting with a delegation of women defenders from Guatemala, Honduras, Mexico and Colombia","delegation of women defenders from Guatemala, Honduras, Mexico and Colombia",,Brussels,Member,12/11/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,['Type Approval'],Meeting on Type Approval,cecra,['IMCO'],Brüssel,Rapporteur,5/11/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,,Meeting with a Brazilian civil society delegation on the human right situation in Brazil,Brazilian civil society delegation,,Brussels,Member,5/11/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Antrittsbesuch bei der IHK - Thema Fairer Handel,IHK,['INTA'],Chemniz,Member,28/10/2019
86793,Anna CAVAZZINI,Germany,Greens / EFA,[''],Meeting with the European Public Health alliance on trade and health. Staff level,European Public Health alliance,['INTA'],Brussels,Member,21/10/2019
