mep,epid,group,country,lobbyists,dossier,committees,role,title,location,date
Gabriele BISCHOFF,197435,S&D,Germany,Bundesministerium für Arbeit und Soziales (BMAS),[''],['EMPL'],Member,Austausch mit BMAS zu Beschäftigungs- und Sozialpolitik,Brüssel,04/11/2019
Gabriele BISCHOFF,197435,S&D,Germany,"JMS e.V., netzwerk-m e.V., AEM e.V.",[''],['EMPL'],Member,Austausch über Entsenderichtlinie,Straßburg,23/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,"Regierung der Französischen Republik, Arbeitministerium",['Coordination of Social Security Systems'],['EMPL'],Rapporteur,"Treffen mit Antoine Foucher, Leiter im Kabinett v. Arbeitsministerin Muriel Pénicaud",Brüssel,18/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,Bundesarbeitgeberverband Chemie e.V. (BAVC),[''],['EMPL'],Member,Termin zu europapolitischen Prioritäten der Chemie-Arbeitgeber iim Bereich Soziales,Brüssel,15/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,The Permanent Mission of Switzerland to the European Union,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch zur 883,Brüssel,14/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,Permanent representation of Finland to the European Union,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Treffen mit Deputy Permanent Representative zu Verhandlungen,Brüssel,10/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,European Trade Union Confederation (ETUC),['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch zu laufenden Verhandlungen der Revision der Koordinierungsverordnung,Brüssel,08/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,European Builders Confederation (EBC),['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch über Koordination der sozialen Sicherungssysteme,Brüssel,02/10/2019
Gabriele BISCHOFF,197435,S&D,Germany,Termin mit Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e.V. (BAGFW),[''],['EMPL'],Member,"Austausch zur Armutsbekämpfung in Europa, der Europäischen Säule sozialer Rechte und zum ESF+",Brüssel,26/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Permanent Representation of Luxembourg to the European Union,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch zur 883,Brüssel,23/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Permanent Representation of Denmark to the EU,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch zur 883,Strasburg,18/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Permanent Representation of the Kingdom of the Netherlands to the European Union,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch zur 883,Strasburg,18/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Portuguese Permanent Representation to the European Union,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch zur 883,Strasburg,17/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Europäische Kommission DG EMPL,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Erstes formelles Treffen mit der Kommissarin Thyssen,Strasburg,17/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Permanent representation of Finland to the European Union,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Treffen mit Representative of the Council of 883,Strasburg,17/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Bundesministerium für Arbeit und Soziales (BMAS),['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch über 883,Berlin,13/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,Deutsche Sozialversicherung,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch über europ. Sozialpolitik und der 883,Brüssel,09/09/2019
Gabriele BISCHOFF,197435,S&D,Germany,European Federation of Building and WoodWorkers,['Coordination of Social Security Systems'],['EMPL'],Rapporteur,Austausch über Koordination der sozialen Sicherungssysteme,Brüssel,05/09/2019
Benoît BITEAU,197512,Greens / EFA,France,Client Earth,,,Member,Quotas de pêche,Bruxelles,19/03/2020
Benoît BITEAU,197512,Greens / EFA,France,WWF,,,Member,Eau et agriculture,Bruxelles,19/02/2020
Benoît BITEAU,197512,Greens / EFA,France,FN CUMA France,,,Member,PAC,Bruxelles,17/02/2020
Benoît BITEAU,197512,Greens / EFA,France,Confédération Paysanne,['CMO'],['AGRI'],Shadow rapporteur,PAC,Bruxelles,29/01/2020
Benoît BITEAU,197512,Greens / EFA,France,IFOAM,['CMO'],['AGRI'],Shadow rapporteur,Agriculture biologique et PAC,Bruxelles,21/01/2020
Benoît BITEAU,197512,Greens / EFA,France,Comité régional des pêche de Nouvelle Aquitaine,,,Member,Politique Commune de la Peche FEAMP,Bruxelles,21/01/2020
Benoît BITEAU,197512,Greens / EFA,France,CEVI,['CMO'],['AGRI'],Shadow rapporteur,Vin et OCM,Bruxelles,08/01/2020
Benoît BITEAU,197512,Greens / EFA,France,Plateforme pour la petite pêche,,,Member,Politique Commune de la Pêche,Bruxelles,10/12/2019
Benoît BITEAU,197512,Greens / EFA,France,Oatly,['OCM'],['AGRI'],Shadow rapporteur,OCM,Bruxelles,02/12/2019
Benoît BITEAU,197512,Greens / EFA,France,CLIPP,,,Member,"Bien-être animal, secteur cunicole",Strasbourg,27/11/2019
Benoît BITEAU,197512,Greens / EFA,France,ERPA,,,Member,"Réglement bio, PAC, bien être animal",Strasbourg,26/11/2019
Benoît BITEAU,197512,Greens / EFA,France,FACE Network,,,Member,"Paquet hygiène, secteur fromage fermier et artisanal",Bruxelles,20/11/2019
Benoît BITEAU,197512,Greens / EFA,France,Europgroup for Animals,,,Member,PAC - Bien être animal,Bruxelles,19/11/2019
Benoît BITEAU,197512,Greens / EFA,France,Birdlife,,,Member,Accords de pêche,Bruxelles,13/11/2019
Benoît BITEAU,197512,Greens / EFA,France,"ENSA, Triballat Noyal",['OCM'],['AGRI'],Shadow rapporteur,OCM,Bruxelles,13/11/2019
Benoît BITEAU,197512,Greens / EFA,France,CNPMEM,,,Member,"FEAMP, secteur pêche française",Bruxelles,12/11/2019
Benoît BITEAU,197512,Greens / EFA,France,Synabio,,,Member,Réglement bio,Bruxelles,12/11/2019
Benoît BITEAU,197512,Greens / EFA,France,FNEDT,,,Member,Plans stratégiques PAC,Bruxelles,07/11/2019
Benoît BITEAU,197512,Greens / EFA,France,ARCHE NOAH,['OCM'],['AGRI'],Shadow rapporteur,OCM -Cépages interdits,Bruxelles,04/11/2019
Benoît BITEAU,197512,Greens / EFA,France,Oxfam Belgique,[''],['AGRI'],Member,Politique agricole,Bureau Bruxelles,10/10/2019
Benoît BITEAU,197512,Greens / EFA,France,Welfarm Metz,[''],['AGRI'],Member,Protection animale,Bureau Bruxelles,09/10/2019
Benoît BITEAU,197512,Greens / EFA,France,nestlé,[''],['AGRI'],Member,politique alimentaire,Bureau Bxl,08/10/2019
Benoît BITEAU,197512,Greens / EFA,France,Via Campesina Europe,[''],['AGRI'],Member,Politique agricole,Bureau Bruxelles,02/10/2019
Benoît BITEAU,197512,Greens / EFA,France,European Milk Board - EMB,[''],['AGRI'],Member,Politique agricole laitière,Bureau Bruxelles,01/10/2019
Michael BLOSS,197449,Greens / EFA,Germany,Boehringer Ingelheim Identification number: 289777818743-24,"['', '']","['ITRE', 'ENVI']",Member,"Recovery Plan, European Green Deal",online,03/11/2020
Michael BLOSS,197449,Greens / EFA,Germany,Friday For Future Stuttgart,['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,Stuttgart,29/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Bund für Umwelt und Naturschutz Deutschland, Radentscheid, Greenpeace European Unit Identification number: 9832909575-41, Naturschutzbund Deutschland e.V. (NABU) Identification number: 0285583802-96",,,Member,"European Green Deal, European Climate Law",Stuttgart,29/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Young European Federalists (JEF) Identification number: 22158552884-38, Europazentrum, Pulse of Europe, Team Tomorrow",[''],['ENVI'],Member,"European Green Deal, European Climate Law",Stuttgart,29/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Climate Strategy & Partners (Climate Strategy) Identification number: 32967558277-95,['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,online,27/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,BDEW Bundesverband der Energie- und Wasserwirtschaft e. V. (BDEW) Identification number: 20457441380-38,"['', 'European Climate Law']","['ITRE', 'ENVI']",Member,European Climate Law,online,27/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Friedrich-Ebert-Stiftung (FES) Identification number: 05546466757-61,['European Climate Law'],['ENVI'],Shadow rapporteur,"European Green Deal, European Climate Law",online,27/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Robert Bosch GmbH Identification number: 8999533555-91,[''],['ITRE'],Member,"Hydrogen Strategy, Recovery Plan",online,16/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Verband der Chemischen Industrie e.V. Identification number in the register: 15423437054-40,[''],['ITRE'],Member,"Plastics, European action plan for the circular economy",online,15/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Environmental Youth Task Force,[''],['ENVI'],Member,Ecological Transition,Online,14/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Schneider Electric Identification number in the register: 46302264606-44,"['', '']","['ITRE', 'ENVI']",Member,"EU Green Deal, Renovation Wave",online,14/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Deutsche Gesellschaft für die Vereinten Nationen,[''],['ENVI'],Member,Climate and Peace,online,13/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Heinrich Böll Stiftung e.V. Identification number in the register: 60404068097-81,[''],['ITRE'],Member,Future of Gas,Online,12/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Stiftung2Grad,['EU Climate Law'],['ENVI'],Shadow rapporteur,EU Climate Law,Berlin,02/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Bundesministerium für Umwelt Naturschutz und nukleare Sicherheit,[''],['ENVI'],Member,"EU Climate Law, European Green Deal",Berlin,02/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,International and European Governance,['EU Climate Law'],['ENVI'],Shadow rapporteur,EU Climate Law,Berlin,01/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Umweltbundesamt,['EU Climate Law'],['ENVI'],Shadow rapporteur,EU Climate Law,Berlin,01/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,German Federal Foreign Office,['EU Climate Law'],['ENVI'],Shadow rapporteur,EU Climate Law,Berlin,01/10/2020
Michael BLOSS,197449,Greens / EFA,Germany,Ministeriums für Umwelt Klima und Energiewirtschaft Baden-Württemberg,[''],['ITRE'],Member,"Industrial Strategy, e-mobil bw",Online,29/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,The Climate Reality Project Identification number: 569281438051-07,,,Member,"European Green Deal, EU Climate Law",Online,23/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,Land Baden-Württemberg,[''],['ENVI'],Member,Climate Law,Vertretung des Landes Baden-Württemberg bei der Europäischen Union,22/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,CO2 Abgabe eV,[''],['ITRE'],Member,"CO2-Price, ETS",Online,21/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,Bundesministerium für Umwelt Naturschutz und nukleare Sicherheit,['EU Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,Call,17/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,Orgalim – Europe's Technology Industries (Orgalim) Identification number: 20210641335-88,,,Member,"Industrial Strategy, European Climate Law",online,08/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,Corinne Le Quéré (Professor of Climate Change Science and Policy at the University of East Anglia),['European Climate Law'],['ENVI'],Shadow rapporteur,"Climate Council, European Climate Law",online,04/09/2020
Michael BLOSS,197449,Greens / EFA,Germany,Wuppertal Institut (Zukünftige Energie- und Industriesysteme im Forschungsbereich Strukturwandel und Innovation),['European Climate Law'],['ENVI'],Shadow rapporteur,"Ecological Transition, European Climate Law",Berlin,27/08/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit",['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,Berlin,27/08/2020
Michael BLOSS,197449,Greens / EFA,Germany,Germanwatch,['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,Berlin,27/08/2020
Michael BLOSS,197449,Greens / EFA,Germany,Fridays for Future Tübingen,['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,online,26/08/2020
Michael BLOSS,197449,Greens / EFA,Germany,Open Society Roma Initiatives Offices der Open Society Foundation,[''],['ENVI'],Member,European Green Deal,call,21/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,Parents for Future,['European Climate Law'],['ENVI'],Shadow rapporteur,"Kohleausstiegsgesetz, European Climate Law",online,20/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Environment Agency,['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,online,17/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,industriAll European Trade Union Identification number: 358284014848-82,['European Climate Law'],['ENVI'],Shadow rapporteur,"European Steel Action Plan, European Green Deal, European Climate Law",online,14/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,Global Witness Identification number: 10439809375-73,,,Member,TEN-E Regulation,online,13/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Aggregates Association: Identification number: 15340821653-49,,,Member,"Circular Economy, Renewable Energies",online,07/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Forum for Manufacturing (EFM) Identification number: 113054111397-33,,,Member,European investment cycle,online,01/07/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Wind Power Monthly, Haymarket",,,Member,"renewable energy, European Climate Law, hydrogen",online,30/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,Umweltbundesamt/German Environment Agency,,,Member,resource efficiency,online,30/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,IKEA Services B.V. (Ingka Group (IKEA)) Identification number: 1095068839-59,['European Climate Law'],['ENVI'],Shadow rapporteur,"European Climate Law, tax avoidance",online,25/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,Fraunhofer-Institut für Solare Energiesysteme ISE,,,Member,solar energy,online,23/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,Weltenergierat,,,Member,energy policy,online,22/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,Stiftung 2° - Deutsche Unternehmer für Klimaschutz (Stiftung 2°) Identification number: 101869737880-14,,,Member,German EU Council Presidency,online,22/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,International Thin-Film Solar Industry Association (PVthin) Identification number: 306112420643-75,,,Member,"solar energy, European Climate Law, green recovery",online,18/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Forum for Renewable Energy Sources (EUFORES) Identification number: 96507906043-80,,,Member,German EU Council Presidency,online,16/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Heinrich Böll Stiftung e.V. (hbs) Identification number: 60404068097-81, Deutsches Institut für Wirtschaftsforschung (DIW Berlin) Identification number: 019913911761-15",,,Member,renewable energy sources,online,15/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Climate Foundation (ECF) Identification number: 64869491516-70,['Industrial Strategy'],['ITRE'],Shadow rapporteur,heavy industry,online,10/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,American Chamber of Commerce to the European Union (AmCham EU) Identification number: 5265780509-97,,,Member,Economic Recovery Package,online,04/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,Eurometaux Identification number: 61650796093-48,,,Member,European Green Deal,online,04/06/2020
Michael BLOSS,197449,Greens / EFA,Germany,Team Tomorrow,,,Member,mentoring programm,call,29/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,Sandbag Climate Campaign Identification number: 277895137794-73,['Industrial Strategy'],['ITRE'],Shadow rapporteur,EU Industrial Strategy,online,28/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,WACKER CHEMIE AG (WACKER) Identification number: 036915715533-64,['Industrial Strategy'],['ITRE'],Shadow rapporteur,EU Industrial Strategy,online,26/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,ZF Friedrichshafen AG Identification number: 194094423131-36,,,Member,current situation during Corona crisis,online,25/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,Heinrich Böll Stiftung e.V. (hbs) Identification number: 60404068097-81,,,Member,European Green Deal,online,25/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,EcoCup,,,Member,European Green Deal and Russia,online,21/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,Pulse of Europe,,,Member,Europe in times of crisis,online,20/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,Öko-Institut e.V. (Oeko) Identification number: 699207113296-93,,,Member,climate policy,online,19/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,Deutscher Gewerkschaftsbund (DGB) Identification number: 07595112423-87,,,Member,current workers´ situation,online,14/05/2020
Michael BLOSS,197449,Greens / EFA,Germany,GermanZero,,,Member,climate policy,online,30/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Citizens' Climate Lobby (CCL) Identification number: 111734132634-17,,,Member,carbon tax,online,29/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Friends of the Earth Europe (FoEE) Identification number: 9825553393-31, Greenpeace European Unit Identification number: 9832909575-41, Third Generation Environmentalism Ltd (E3G) Identification number: 07783117686-61, Naturschutzbund Deutschland e.V. (NABU) Identification number: 0285583802-96, WWF Deutschland (WWF) Identification number: 031571311716-04, Deutsche Umwelthilfe e.V. (DUH) Identification number: 03506017714-81, Germanwatch Identification number: 99203901869-52, Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzverbände (DNR e.V.) (DNR) Identification number: 98430135820-35",['European Climate Law'],['ENVI'],Shadow rapporteur,European Climate Law,online,29/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Jäger GmbH,,,Member,Circular Transformation Hub Stuttgart,call,27/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Verband Deutscher Maschinen- und Anlagenbau e.V. (VDMA) Identification number: 9765362691-45,[''],['ITRE'],Member,Photovoltaic,phone call,27/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,GermanZero,,,Member,climate policy,call,24/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,The European Alliance of Companies for Energy Efficiency in Buildings (EuroACE) Identification number: 99005441548-23,,,Member,renovation,online,24/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Heinrich Böll Stiftung e.V. (hbs) Identification number: 60404068097-81,,,Member,European Green Deal,online,22/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,"CENTRE FOR SUSTAINABILITY, INNOVATION & GOOD GOVERNANCE",,,Member,renewable energy,online,21/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Gewerkschaft Nahrung Genuss Gaststätten (NGG) Identification number: 19316934749-13, Vereinte Dienstleistungsgewerkschaft (ver.di) Identification number: 16178359495-57, Industriegewerkschaft Metall (IG Metall) Identification number: 757195013270-80, Deutscher Gewerkschaftsbund (DGB) Identification number: 07595112423-87",,,Member,challenges caused by Corona,online,08/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Unsere Zukunft e.V.,,,Member,Demokratielab Stuttgart,online,07/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Verband der Chemischen Industrie e.V. (VCI) Identification number: 15423437054-40,[''],['ITRE'],Member,industrial policy,Baden-Baden,07/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,KEA BW,[''],['ITRE'],Member,energy policy,online,06/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,EUROPEAN TRADE UNION CONFEDERATION (ETUC) Identification number: 06698681039-26,[''],['ENVI'],Member,European Green Deal,online,01/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,Agora Energiewende Identification number: 321342621105-20,['Industrial Strategy'],['ITRE'],Shadow rapporteur,Industrial Strategy,online,01/04/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Kreab Identification number: 1078390517-54, Sulapac oy Identification number: 415832931499-23",,,Member,Circular Economy Action Plan,online,27/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Global Witness (GW) Identification number: 10439809375-73,[''],['ITRE'],Member,industry products and human rights violations,phone call,27/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Aluminium AISBL Identification number: 9224280267-20,['Industrial Strategy'],['ITRE'],Shadow rapporteur,Aluminium production,online,24/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Eurometaux Identification number: 61650796093-48,['Industrial Strategy'],['ITRE'],Shadow rapporteur,Industrial Strategy,online,24/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Agora Energiewende Identification number: 321342621105-20,,,Member,climate and energy policy,phone call,19/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Climate Foundation (ECF) Identification number: 64869491516-70,[''],['ENVI'],Member,European Climate Law,online,19/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Öko-Institut e.V. (Oeko) Identification number: 699207113296-93,,,Member,energy and climate policy,phone call,18/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,EPIA SolarPower Europe (SPE) Identification number: 2680046412-48,[''],['ITRE'],Member,renewable energy,online,18/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Heinrich Böll Stiftung e.V. (hbs) Identification number: 60404068097-81,,,Member,"Climate, Energy & Agriculture",Brussels,11/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Naturschutzbund Deutschland e.V. (NABU) Identification number: 0285583802-96,[''],['ENVI'],Member,"nature conversation, climate change",Berlin,02/03/2020
Michael BLOSS,197449,Greens / EFA,Germany,Potsdam-Institut für Klimafolgenforschung (PIK) Identification number: 735637118430-74,[''],['ENVI'],Member,climate impact research,Potsdam,27/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,Deutsches Institut für Wirtschaftsforschung (DIW Berlin) Identification number: 019913911761-15,[''],['ENVI'],Member,climate policy,Berlin,27/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,Campact Identification number: 424256523194-93,,,Member,camapaigning,phone call,26/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,MVV Energie,,,Member,energy policy,Mannheim,25/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,SÜDWESTMETALL - Verband der Metall- und Elektroindustrie Baden-Württemberg e. V. Identification number: 889452632966-63,,,Member,industrial transformation,Stuttgart,24/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,"The South-East Europe Change Net Foundation (Fondacija Mreža za promjene Jugoistočne Evrope) (SEE Change Net) Identification number: 920254612199-27, Out of the Box International (OTB) Identification number: 250233135177-33",,,Member,EUCalc (tool),European Parliament Brussels,19/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,CEE Bankwatch Network (BWN) Identification number: 93834493808-49,,,Member,"transparency, energy policy",Brussels,19/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Federation of Local Energy Companies (CEDEC) Identification number: 54829912208-85,[''],['ITRE'],Member,energy policy,European Parliament Brussels,18/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Chemical Industry Council (Cefic) Identification number: 64879142323-90,[''],['ITRE'],Member,industrial transformation,Brussels,17/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,"Bund für Umwelt und Naturschutz Deutschland, Identification number: 628463234248-10",[''],['ENVI'],Member,environmental policy,Stuttgart,13/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,Europa-Union Deutschland e. V. (EUD) Identification number: 31894143133-68,,,Member,new commission,Kehl,11/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,"SolarPower Europe, WindEurope",[''],['ITRE'],Member,Energy Transition,Parliament,05/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Geothermal Energy Council (EGEC),"['INI ""A new long term strategy for Europe\'s Industrial future""']",['ITRE'],Shadow rapporteur,Stakeholder Meeting,Brussels,05/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,European Heat Pump Association,"[""A new long term strategy for Europe's Industrial future""]",['ITRE'],Shadow rapporteur,Stakeholdermeeting,European Parliament,05/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,Bundesumweltministerium,[''],['ENVI'],Member,Digitalitisierung und Nachhaltigkeit,European Parliament,04/02/2020
Michael BLOSS,197449,Greens / EFA,Germany,Deutsche Umwelthilfe,[''],['ENVI'],Member,European Green Deal,European Parliament,29/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Institute for European Environmental Policy,,,Member,EU Environmental Policy,Brussels,23/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,EU Office Heinrich Böll Stiftung,,,Member,Input on European Green Deal,Böll Foundation Brussels,23/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,SmartEn,"['INI ""A new long term strategy for Europe\'s Industrial future""']",['ITRE'],Shadow rapporteur,Stakeholder Meeting,European Parliament,23/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,ZF Friedrichshafen AG,[''],['ITRE'],Member,Industry Transformation,European Parliament,22/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,WWF,"['', '']","['ENVI', 'ITRE']",Member,Industrial Strategy and the European Green Deal,Brussels,21/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,BOSCH,[''],['ITRE'],Member,Industrial Transformation and Mobility,Brussels,21/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Alliance for Europe,"['', '']","['ENVI', 'ITRE']",Member,Panel Discussion on European Green Deal,Brussels,21/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,"CMW, Agora Energiewende, WWF, EEB, E3G, CAN Europe","['INI ""A new long term strategy for Europe\'s Industrial future""']",['ITRE'],Shadow rapporteur,Stakeholder Meeting,Brussels,21/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Permanent Representation of Baden-Württemberg,,,Member,New Years Reception,Brussels,20/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,DGB,,,Member,minimum standards for basic provision,"Members Salon (LOW), Straßburg",16/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Regierungspräsidium Stuttgart,,,Member,stakeholder meeting,Parliament,15/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Eurelectric aisbl (Eurelectric) 4271427696-87,[''],['ITRE'],Member,decarbonisation of the industry,Parliament,14/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Eurometaux Identification number: 61650796093-48,[''],['ITRE'],Member,Metals industry climate-neutrality,Straßbourg,14/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Transparency International (TI) Identification number: 501222919-71,,,Member,climate governance,Berlin,10/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Rise for Climate Belgium,,,Member,climate change,Parliament Brussels,09/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Bundesverband der Deutschen Industrie e.V. (BDI) Identification number: 1771817758-48,,,Member,Energy and climate policy,Parliament Brussels,08/01/2020
Michael BLOSS,197449,Greens / EFA,Germany,Ökonsult Gbr,,,Member,mobility,Stuttgart,20/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,"Ministry of the Environment and Climate Change, Finnish Presidency",,,Member,environmental policy,European Parliant Brussels,13/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,NDC Partnership,,,Member,climate policy,Madrid,12/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,European Climate Initiative (EUKI),,,Member,climate policy,Madrid,11/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,"Wuppertal Institut for Climate, Environment and Energy",,,Member,climate policy,Madrid,11/12/2019
Michael BLOSS,197449,Greens / EFA,Germany,"Minister of the Environment and Climate Change, Finnish Presidency",,,Member,climate policy,Madrid,11/12/2019
